,image,mask
2071,archive/Forest Segmented/Forest Segmented/images/428597_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_23.jpg
2072,archive/Forest Segmented/Forest Segmented/images/428597_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_24.jpg
2073,archive/Forest Segmented/Forest Segmented/images/428597_sat_25.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_25.jpg
2074,archive/Forest Segmented/Forest Segmented/images/428597_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_34.jpg
2075,archive/Forest Segmented/Forest Segmented/images/428597_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_35.jpg
2076,archive/Forest Segmented/Forest Segmented/images/428597_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_44.jpg
2077,archive/Forest Segmented/Forest Segmented/images/428597_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_54.jpg
2078,archive/Forest Segmented/Forest Segmented/images/428597_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_63.jpg
2079,archive/Forest Segmented/Forest Segmented/images/428597_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_64.jpg
2080,archive/Forest Segmented/Forest Segmented/images/428597_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_72.jpg
2081,archive/Forest Segmented/Forest Segmented/images/428597_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_73.jpg
2082,archive/Forest Segmented/Forest Segmented/images/428597_sat_81.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_81.jpg
2083,archive/Forest Segmented/Forest Segmented/images/428597_sat_82.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_82.jpg
2084,archive/Forest Segmented/Forest Segmented/images/428597_sat_85.jpg,archive/Forest Segmented/Forest Segmented/mask/428597_mask_85.jpg
2085,archive/Forest Segmented/Forest Segmented/images/434243_sat_30.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_30.jpg
2086,archive/Forest Segmented/Forest Segmented/images/434243_sat_31.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_31.jpg
2087,archive/Forest Segmented/Forest Segmented/images/434243_sat_40.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_40.jpg
2088,archive/Forest Segmented/Forest Segmented/images/434243_sat_41.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_41.jpg
2089,archive/Forest Segmented/Forest Segmented/images/434243_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_42.jpg
2090,archive/Forest Segmented/Forest Segmented/images/434243_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_43.jpg
2091,archive/Forest Segmented/Forest Segmented/images/434243_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_44.jpg
2092,archive/Forest Segmented/Forest Segmented/images/434243_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_50.jpg
2093,archive/Forest Segmented/Forest Segmented/images/434243_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_51.jpg
2094,archive/Forest Segmented/Forest Segmented/images/434243_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_53.jpg
2095,archive/Forest Segmented/Forest Segmented/images/434243_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_54.jpg
2096,archive/Forest Segmented/Forest Segmented/images/434243_sat_55.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_55.jpg
2097,archive/Forest Segmented/Forest Segmented/images/434243_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_60.jpg
2098,archive/Forest Segmented/Forest Segmented/images/434243_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_64.jpg
2099,archive/Forest Segmented/Forest Segmented/images/434243_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_65.jpg
2100,archive/Forest Segmented/Forest Segmented/images/434243_sat_70.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_70.jpg
2101,archive/Forest Segmented/Forest Segmented/images/434243_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_71.jpg
2102,archive/Forest Segmented/Forest Segmented/images/434243_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_72.jpg
2103,archive/Forest Segmented/Forest Segmented/images/434243_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_73.jpg
2104,archive/Forest Segmented/Forest Segmented/images/434243_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_74.jpg
2105,archive/Forest Segmented/Forest Segmented/images/434243_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_75.jpg
2106,archive/Forest Segmented/Forest Segmented/images/434243_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_76.jpg
2107,archive/Forest Segmented/Forest Segmented/images/434243_sat_80.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_80.jpg
2108,archive/Forest Segmented/Forest Segmented/images/434243_sat_81.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_81.jpg
2109,archive/Forest Segmented/Forest Segmented/images/434243_sat_82.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_82.jpg
2110,archive/Forest Segmented/Forest Segmented/images/434243_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_83.jpg
2111,archive/Forest Segmented/Forest Segmented/images/434243_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_84.jpg
2112,archive/Forest Segmented/Forest Segmented/images/434243_sat_85.jpg,archive/Forest Segmented/Forest Segmented/mask/434243_mask_85.jpg
2113,archive/Forest Segmented/Forest Segmented/images/439854_sat_30.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_30.jpg
2114,archive/Forest Segmented/Forest Segmented/images/439854_sat_40.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_40.jpg
2115,archive/Forest Segmented/Forest Segmented/images/439854_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_50.jpg
2116,archive/Forest Segmented/Forest Segmented/images/439854_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_51.jpg
2117,archive/Forest Segmented/Forest Segmented/images/439854_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_52.jpg
2118,archive/Forest Segmented/Forest Segmented/images/439854_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_53.jpg
2119,archive/Forest Segmented/Forest Segmented/images/439854_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_54.jpg
2120,archive/Forest Segmented/Forest Segmented/images/439854_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_62.jpg
2121,archive/Forest Segmented/Forest Segmented/images/439854_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_63.jpg
2122,archive/Forest Segmented/Forest Segmented/images/439854_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_64.jpg
2123,archive/Forest Segmented/Forest Segmented/images/439854_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_65.jpg
2124,archive/Forest Segmented/Forest Segmented/images/439854_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_74.jpg
2125,archive/Forest Segmented/Forest Segmented/images/439854_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_75.jpg
2126,archive/Forest Segmented/Forest Segmented/images/439854_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_76.jpg
2127,archive/Forest Segmented/Forest Segmented/images/439854_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_77.jpg
2128,archive/Forest Segmented/Forest Segmented/images/439854_sat_87.jpg,archive/Forest Segmented/Forest Segmented/mask/439854_mask_87.jpg
2129,archive/Forest Segmented/Forest Segmented/images/443271_sat_47.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_47.jpg
2130,archive/Forest Segmented/Forest Segmented/images/443271_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_48.jpg
2131,archive/Forest Segmented/Forest Segmented/images/443271_sat_56.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_56.jpg
2132,archive/Forest Segmented/Forest Segmented/images/443271_sat_57.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_57.jpg
2133,archive/Forest Segmented/Forest Segmented/images/443271_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_65.jpg
2134,archive/Forest Segmented/Forest Segmented/images/443271_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_66.jpg
2135,archive/Forest Segmented/Forest Segmented/images/443271_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_74.jpg
2136,archive/Forest Segmented/Forest Segmented/images/443271_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_75.jpg
2137,archive/Forest Segmented/Forest Segmented/images/443271_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_84.jpg
2138,archive/Forest Segmented/Forest Segmented/images/443271_sat_87.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_87.jpg
2139,archive/Forest Segmented/Forest Segmented/images/443271_sat_88.jpg,archive/Forest Segmented/Forest Segmented/mask/443271_mask_88.jpg
2140,archive/Forest Segmented/Forest Segmented/images/454655_sat_01.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_01.jpg
2141,archive/Forest Segmented/Forest Segmented/images/454655_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_04.jpg
2142,archive/Forest Segmented/Forest Segmented/images/454655_sat_11.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_11.jpg
2143,archive/Forest Segmented/Forest Segmented/images/454655_sat_12.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_12.jpg
2144,archive/Forest Segmented/Forest Segmented/images/454655_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_14.jpg
2145,archive/Forest Segmented/Forest Segmented/images/454655_sat_22.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_22.jpg
2146,archive/Forest Segmented/Forest Segmented/images/454655_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_24.jpg
2147,archive/Forest Segmented/Forest Segmented/images/454655_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_32.jpg
2148,archive/Forest Segmented/Forest Segmented/images/454655_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_34.jpg
2149,archive/Forest Segmented/Forest Segmented/images/454655_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_42.jpg
2150,archive/Forest Segmented/Forest Segmented/images/454655_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_43.jpg
2151,archive/Forest Segmented/Forest Segmented/images/454655_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_44.jpg
2152,archive/Forest Segmented/Forest Segmented/images/454655_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_53.jpg
2153,archive/Forest Segmented/Forest Segmented/images/454655_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_54.jpg
2154,archive/Forest Segmented/Forest Segmented/images/454655_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_63.jpg
2155,archive/Forest Segmented/Forest Segmented/images/454655_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_64.jpg
2156,archive/Forest Segmented/Forest Segmented/images/454655_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_73.jpg
2157,archive/Forest Segmented/Forest Segmented/images/454655_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_74.jpg
2158,archive/Forest Segmented/Forest Segmented/images/454655_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_84.jpg
2159,archive/Forest Segmented/Forest Segmented/images/454655_sat_85.jpg,archive/Forest Segmented/Forest Segmented/mask/454655_mask_85.jpg
2160,archive/Forest Segmented/Forest Segmented/images/457982_sat_02.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_02.jpg
2161,archive/Forest Segmented/Forest Segmented/images/457982_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_03.jpg
2162,archive/Forest Segmented/Forest Segmented/images/457982_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_04.jpg
2163,archive/Forest Segmented/Forest Segmented/images/457982_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_05.jpg
2164,archive/Forest Segmented/Forest Segmented/images/457982_sat_10.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_10.jpg
2165,archive/Forest Segmented/Forest Segmented/images/457982_sat_11.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_11.jpg
2166,archive/Forest Segmented/Forest Segmented/images/457982_sat_12.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_12.jpg
2167,archive/Forest Segmented/Forest Segmented/images/457982_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_13.jpg
2168,archive/Forest Segmented/Forest Segmented/images/457982_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_14.jpg
2169,archive/Forest Segmented/Forest Segmented/images/457982_sat_20.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_20.jpg
2170,archive/Forest Segmented/Forest Segmented/images/457982_sat_21.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_21.jpg
2171,archive/Forest Segmented/Forest Segmented/images/457982_sat_22.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_22.jpg
2172,archive/Forest Segmented/Forest Segmented/images/457982_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_23.jpg
2173,archive/Forest Segmented/Forest Segmented/images/457982_sat_30.jpg,archive/Forest Segmented/Forest Segmented/mask/457982_mask_30.jpg
2174,archive/Forest Segmented/Forest Segmented/images/463855_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/463855_mask_08.jpg
2175,archive/Forest Segmented/Forest Segmented/images/463855_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/463855_mask_18.jpg
2176,archive/Forest Segmented/Forest Segmented/images/463855_sat_28.jpg,archive/Forest Segmented/Forest Segmented/mask/463855_mask_28.jpg
2177,archive/Forest Segmented/Forest Segmented/images/463855_sat_37.jpg,archive/Forest Segmented/Forest Segmented/mask/463855_mask_37.jpg
2178,archive/Forest Segmented/Forest Segmented/images/463855_sat_38.jpg,archive/Forest Segmented/Forest Segmented/mask/463855_mask_38.jpg
2179,archive/Forest Segmented/Forest Segmented/images/463855_sat_47.jpg,archive/Forest Segmented/Forest Segmented/mask/463855_mask_47.jpg
2180,archive/Forest Segmented/Forest Segmented/images/463855_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/463855_mask_48.jpg
2181,archive/Forest Segmented/Forest Segmented/images/463855_sat_58.jpg,archive/Forest Segmented/Forest Segmented/mask/463855_mask_58.jpg
2182,archive/Forest Segmented/Forest Segmented/images/491696_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_03.jpg
2183,archive/Forest Segmented/Forest Segmented/images/491696_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_04.jpg
2184,archive/Forest Segmented/Forest Segmented/images/491696_sat_12.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_12.jpg
2185,archive/Forest Segmented/Forest Segmented/images/491696_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_13.jpg
2186,archive/Forest Segmented/Forest Segmented/images/491696_sat_22.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_22.jpg
2187,archive/Forest Segmented/Forest Segmented/images/491696_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_23.jpg
2188,archive/Forest Segmented/Forest Segmented/images/491696_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_32.jpg
2189,archive/Forest Segmented/Forest Segmented/images/491696_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_33.jpg
2190,archive/Forest Segmented/Forest Segmented/images/491696_sat_41.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_41.jpg
2191,archive/Forest Segmented/Forest Segmented/images/491696_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_42.jpg
2192,archive/Forest Segmented/Forest Segmented/images/491696_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_51.jpg
2193,archive/Forest Segmented/Forest Segmented/images/491696_sat_61.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_61.jpg
2194,archive/Forest Segmented/Forest Segmented/images/491696_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_62.jpg
2195,archive/Forest Segmented/Forest Segmented/images/491696_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_71.jpg
2196,archive/Forest Segmented/Forest Segmented/images/491696_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_72.jpg
2197,archive/Forest Segmented/Forest Segmented/images/491696_sat_81.jpg,archive/Forest Segmented/Forest Segmented/mask/491696_mask_81.jpg
2198,archive/Forest Segmented/Forest Segmented/images/495406_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/495406_mask_00.jpg
2199,archive/Forest Segmented/Forest Segmented/images/496948_sat_07.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_07.jpg
2200,archive/Forest Segmented/Forest Segmented/images/496948_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_08.jpg
2201,archive/Forest Segmented/Forest Segmented/images/496948_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_18.jpg
2202,archive/Forest Segmented/Forest Segmented/images/496948_sat_28.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_28.jpg
2203,archive/Forest Segmented/Forest Segmented/images/496948_sat_38.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_38.jpg
2204,archive/Forest Segmented/Forest Segmented/images/496948_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_48.jpg
2205,archive/Forest Segmented/Forest Segmented/images/496948_sat_58.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_58.jpg
2206,archive/Forest Segmented/Forest Segmented/images/496948_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_68.jpg
2207,archive/Forest Segmented/Forest Segmented/images/496948_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_78.jpg
2208,archive/Forest Segmented/Forest Segmented/images/496948_sat_88.jpg,archive/Forest Segmented/Forest Segmented/mask/496948_mask_88.jpg
2209,archive/Forest Segmented/Forest Segmented/images/498049_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_00.jpg
2210,archive/Forest Segmented/Forest Segmented/images/498049_sat_01.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_01.jpg
2211,archive/Forest Segmented/Forest Segmented/images/498049_sat_02.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_02.jpg
2212,archive/Forest Segmented/Forest Segmented/images/498049_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_03.jpg
2213,archive/Forest Segmented/Forest Segmented/images/498049_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_04.jpg
2214,archive/Forest Segmented/Forest Segmented/images/498049_sat_06.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_06.jpg
2215,archive/Forest Segmented/Forest Segmented/images/498049_sat_07.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_07.jpg
2216,archive/Forest Segmented/Forest Segmented/images/498049_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_08.jpg
2217,archive/Forest Segmented/Forest Segmented/images/498049_sat_11.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_11.jpg
2218,archive/Forest Segmented/Forest Segmented/images/498049_sat_12.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_12.jpg
2219,archive/Forest Segmented/Forest Segmented/images/498049_sat_15.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_15.jpg
2220,archive/Forest Segmented/Forest Segmented/images/498049_sat_16.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_16.jpg
2221,archive/Forest Segmented/Forest Segmented/images/498049_sat_17.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_17.jpg
2222,archive/Forest Segmented/Forest Segmented/images/498049_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_18.jpg
2223,archive/Forest Segmented/Forest Segmented/images/498049_sat_21.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_21.jpg
2224,archive/Forest Segmented/Forest Segmented/images/498049_sat_22.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_22.jpg
2225,archive/Forest Segmented/Forest Segmented/images/498049_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_24.jpg
2226,archive/Forest Segmented/Forest Segmented/images/498049_sat_25.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_25.jpg
2227,archive/Forest Segmented/Forest Segmented/images/498049_sat_27.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_27.jpg
2228,archive/Forest Segmented/Forest Segmented/images/498049_sat_28.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_28.jpg
2229,archive/Forest Segmented/Forest Segmented/images/498049_sat_31.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_31.jpg
2230,archive/Forest Segmented/Forest Segmented/images/498049_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_32.jpg
2231,archive/Forest Segmented/Forest Segmented/images/498049_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_33.jpg
2232,archive/Forest Segmented/Forest Segmented/images/498049_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_34.jpg
2233,archive/Forest Segmented/Forest Segmented/images/498049_sat_37.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_37.jpg
2234,archive/Forest Segmented/Forest Segmented/images/498049_sat_38.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_38.jpg
2235,archive/Forest Segmented/Forest Segmented/images/498049_sat_40.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_40.jpg
2236,archive/Forest Segmented/Forest Segmented/images/498049_sat_41.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_41.jpg
2237,archive/Forest Segmented/Forest Segmented/images/498049_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_42.jpg
2238,archive/Forest Segmented/Forest Segmented/images/498049_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_43.jpg
2239,archive/Forest Segmented/Forest Segmented/images/498049_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_44.jpg
2240,archive/Forest Segmented/Forest Segmented/images/498049_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_48.jpg
2241,archive/Forest Segmented/Forest Segmented/images/498049_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_50.jpg
2242,archive/Forest Segmented/Forest Segmented/images/498049_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_51.jpg
2243,archive/Forest Segmented/Forest Segmented/images/498049_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_52.jpg
2244,archive/Forest Segmented/Forest Segmented/images/498049_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_53.jpg
2245,archive/Forest Segmented/Forest Segmented/images/498049_sat_58.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_58.jpg
2246,archive/Forest Segmented/Forest Segmented/images/498049_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_60.jpg
2247,archive/Forest Segmented/Forest Segmented/images/498049_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_63.jpg
2248,archive/Forest Segmented/Forest Segmented/images/498049_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_68.jpg
2249,archive/Forest Segmented/Forest Segmented/images/498049_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_73.jpg
2250,archive/Forest Segmented/Forest Segmented/images/498049_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_74.jpg
2251,archive/Forest Segmented/Forest Segmented/images/498049_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/498049_mask_84.jpg
2252,archive/Forest Segmented/Forest Segmented/images/499418_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_00.jpg
2253,archive/Forest Segmented/Forest Segmented/images/499418_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_04.jpg
2254,archive/Forest Segmented/Forest Segmented/images/499418_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_05.jpg
2255,archive/Forest Segmented/Forest Segmented/images/499418_sat_07.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_07.jpg
2256,archive/Forest Segmented/Forest Segmented/images/499418_sat_20.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_20.jpg
2257,archive/Forest Segmented/Forest Segmented/images/499418_sat_26.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_26.jpg
2258,archive/Forest Segmented/Forest Segmented/images/499418_sat_27.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_27.jpg
2259,archive/Forest Segmented/Forest Segmented/images/499418_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_36.jpg
2260,archive/Forest Segmented/Forest Segmented/images/499418_sat_37.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_37.jpg
2261,archive/Forest Segmented/Forest Segmented/images/499418_sat_38.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_38.jpg
2262,archive/Forest Segmented/Forest Segmented/images/499418_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_44.jpg
2263,archive/Forest Segmented/Forest Segmented/images/499418_sat_45.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_45.jpg
2264,archive/Forest Segmented/Forest Segmented/images/499418_sat_46.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_46.jpg
2265,archive/Forest Segmented/Forest Segmented/images/499418_sat_47.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_47.jpg
2266,archive/Forest Segmented/Forest Segmented/images/499418_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_48.jpg
2267,archive/Forest Segmented/Forest Segmented/images/499418_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_53.jpg
2268,archive/Forest Segmented/Forest Segmented/images/499418_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_54.jpg
2269,archive/Forest Segmented/Forest Segmented/images/499418_sat_55.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_55.jpg
