,image,mask
3783,archive/Forest Segmented/Forest Segmented/images/810749_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_73.jpg
1916,archive/Forest Segmented/Forest Segmented/images/906113_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_07.jpg
1357,archive/Forest Segmented/Forest Segmented/images/226788_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/634717_mask_48.jpg
1825,archive/Forest Segmented/Forest Segmented/images/778804_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/691384_mask_00.jpg
786,archive/Forest Segmented/Forest Segmented/images/226788_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/277994_mask_77.jpg
469,archive/Forest Segmented/Forest Segmented/images/651312_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/496948_mask_08.jpg
140,archive/Forest Segmented/Forest Segmented/images/925425_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/961407_mask_47.jpg
788,archive/Forest Segmented/Forest Segmented/images/978039_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_15.jpg
323,archive/Forest Segmented/Forest Segmented/images/939614_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/345134_mask_06.jpg
50,archive/Forest Segmented/Forest Segmented/images/736869_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/361129_mask_15.jpg
714,archive/Forest Segmented/Forest Segmented/images/174980_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_05.jpg
4587,archive/Forest Segmented/Forest Segmented/images/739122_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_87.jpg
2840,archive/Forest Segmented/Forest Segmented/images/524518_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/316446_mask_38.jpg
2446,archive/Forest Segmented/Forest Segmented/images/71619_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/918446_mask_84.jpg
4918,archive/Forest Segmented/Forest Segmented/images/739122_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/825816_mask_25.jpg
4516,archive/Forest Segmented/Forest Segmented/images/961407_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/688544_mask_64.jpg
4695,archive/Forest Segmented/Forest Segmented/images/498049_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/873132_mask_16.jpg
3164,archive/Forest Segmented/Forest Segmented/images/784518_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_05.jpg
2666,archive/Forest Segmented/Forest Segmented/images/612214_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/870705_mask_36.jpg
406,archive/Forest Segmented/Forest Segmented/images/192918_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/24813_mask_40.jpg
3520,archive/Forest Segmented/Forest Segmented/images/866782_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/906113_mask_17.jpg
1004,archive/Forest Segmented/Forest Segmented/images/352808_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_12.jpg
3154,archive/Forest Segmented/Forest Segmented/images/20187_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/170535_mask_74.jpg
890,archive/Forest Segmented/Forest Segmented/images/810749_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/935318_mask_67.jpg
2411,archive/Forest Segmented/Forest Segmented/images/71125_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_83.jpg
2545,archive/Forest Segmented/Forest Segmented/images/27460_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_58.jpg
4173,archive/Forest Segmented/Forest Segmented/images/565914_sat_11.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_45.jpg
2390,archive/Forest Segmented/Forest Segmented/images/713813_sat_21.jpg,archive/Forest Segmented/Forest Segmented/masks/170535_mask_46.jpg
4111,archive/Forest Segmented/Forest Segmented/images/33573_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/644103_mask_55.jpg
42,archive/Forest Segmented/Forest Segmented/images/27460_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/417313_mask_57.jpg
2830,archive/Forest Segmented/Forest Segmented/images/463855_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_72.jpg
3469,archive/Forest Segmented/Forest Segmented/images/33573_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/226788_mask_67.jpg
3022,archive/Forest Segmented/Forest Segmented/images/202277_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/533952_mask_34.jpg
303,archive/Forest Segmented/Forest Segmented/images/299287_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/126796_mask_35.jpg
4612,archive/Forest Segmented/Forest Segmented/images/626208_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_66.jpg
4504,archive/Forest Segmented/Forest Segmented/images/170535_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_74.jpg
664,archive/Forest Segmented/Forest Segmented/images/906113_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/345134_mask_05.jpg
1177,archive/Forest Segmented/Forest Segmented/images/688544_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/877160_mask_84.jpg
2676,archive/Forest Segmented/Forest Segmented/images/749375_sat_26.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_67.jpg
1947,archive/Forest Segmented/Forest Segmented/images/27460_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/20187_mask_25.jpg
2501,archive/Forest Segmented/Forest Segmented/images/825816_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/316446_mask_08.jpg
1473,archive/Forest Segmented/Forest Segmented/images/830444_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_42.jpg
3649,archive/Forest Segmented/Forest Segmented/images/839641_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/850510_mask_32.jpg
4266,archive/Forest Segmented/Forest Segmented/images/291214_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/740937_mask_73.jpg
2132,archive/Forest Segmented/Forest Segmented/images/176225_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/457982_mask_14.jpg
1026,archive/Forest Segmented/Forest Segmented/images/628479_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/111335_mask_76.jpg
2989,archive/Forest Segmented/Forest Segmented/images/334677_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/434243_mask_55.jpg
961,archive/Forest Segmented/Forest Segmented/images/586222_sat_11.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_54.jpg
2889,archive/Forest Segmented/Forest Segmented/images/876248_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_22.jpg
3021,archive/Forest Segmented/Forest Segmented/images/888343_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/739760_mask_48.jpg
3015,archive/Forest Segmented/Forest Segmented/images/850510_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/899693_mask_40.jpg
3291,archive/Forest Segmented/Forest Segmented/images/226788_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/498049_mask_51.jpg
2009,archive/Forest Segmented/Forest Segmented/images/119079_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/518833_mask_34.jpg
2149,archive/Forest Segmented/Forest Segmented/images/518833_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_31.jpg
3483,archive/Forest Segmented/Forest Segmented/images/740937_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_77.jpg
2338,archive/Forest Segmented/Forest Segmented/images/858771_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/454655_mask_63.jpg
4076,archive/Forest Segmented/Forest Segmented/images/417313_sat_56.jpg,archive/Forest Segmented/Forest Segmented/masks/749523_mask_61.jpg
304,archive/Forest Segmented/Forest Segmented/images/524518_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_02.jpg
1440,archive/Forest Segmented/Forest Segmented/images/172307_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/6399_mask_85.jpg
1496,archive/Forest Segmented/Forest Segmented/images/876248_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_75.jpg
2652,archive/Forest Segmented/Forest Segmented/images/340898_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/634717_mask_55.jpg
2875,archive/Forest Segmented/Forest Segmented/images/406425_sat_45.jpg,archive/Forest Segmented/Forest Segmented/masks/665914_mask_75.jpg
916,archive/Forest Segmented/Forest Segmented/images/679507_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/772452_mask_14.jpg
4274,archive/Forest Segmented/Forest Segmented/images/210473_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/939614_mask_17.jpg
3899,archive/Forest Segmented/Forest Segmented/images/122104_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/277900_mask_54.jpg
2772,archive/Forest Segmented/Forest Segmented/images/498049_sat_21.jpg,archive/Forest Segmented/Forest Segmented/masks/280861_mask_50.jpg
1624,archive/Forest Segmented/Forest Segmented/images/122104_sat_65.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_26.jpg
4020,archive/Forest Segmented/Forest Segmented/images/981253_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/563092_mask_66.jpg
821,archive/Forest Segmented/Forest Segmented/images/949559_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/291214_mask_16.jpg
3459,archive/Forest Segmented/Forest Segmented/images/810749_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/575902_mask_51.jpg
1354,archive/Forest Segmented/Forest Segmented/images/739122_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/34359_mask_40.jpg
4596,archive/Forest Segmented/Forest Segmented/images/626208_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/739122_mask_25.jpg
850,archive/Forest Segmented/Forest Segmented/images/7906_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_04.jpg
1000,archive/Forest Segmented/Forest Segmented/images/861353_sat_81.jpg,archive/Forest Segmented/Forest Segmented/masks/208695_mask_74.jpg
3540,archive/Forest Segmented/Forest Segmented/images/71619_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/338661_mask_04.jpg
18,archive/Forest Segmented/Forest Segmented/images/778804_sat_21.jpg,archive/Forest Segmented/Forest Segmented/masks/71125_mask_36.jpg
1637,archive/Forest Segmented/Forest Segmented/images/713813_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_01.jpg
1667,archive/Forest Segmented/Forest Segmented/images/291214_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/978039_mask_41.jpg
493,archive/Forest Segmented/Forest Segmented/images/888343_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/784140_mask_00.jpg
1347,archive/Forest Segmented/Forest Segmented/images/919051_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/33573_mask_36.jpg
3018,archive/Forest Segmented/Forest Segmented/images/888343_sat_25.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_38.jpg
3905,archive/Forest Segmented/Forest Segmented/images/255876_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_73.jpg
3414,archive/Forest Segmented/Forest Segmented/images/10452_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_81.jpg
3787,archive/Forest Segmented/Forest Segmented/images/182422_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_51.jpg
3647,archive/Forest Segmented/Forest Segmented/images/202277_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/652883_mask_72.jpg
687,archive/Forest Segmented/Forest Segmented/images/277900_sat_05.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_25.jpg
3909,archive/Forest Segmented/Forest Segmented/images/126796_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_13.jpg
1608,archive/Forest Segmented/Forest Segmented/images/351271_sat_56.jpg,archive/Forest Segmented/Forest Segmented/masks/565914_mask_62.jpg
4181,archive/Forest Segmented/Forest Segmented/images/665914_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_47.jpg
3565,archive/Forest Segmented/Forest Segmented/images/873132_sat_26.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_26.jpg
1009,archive/Forest Segmented/Forest Segmented/images/668465_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/992507_mask_38.jpg
2408,archive/Forest Segmented/Forest Segmented/images/943943_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/739760_mask_84.jpg
1092,archive/Forest Segmented/Forest Segmented/images/226788_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/858771_mask_07.jpg
1327,archive/Forest Segmented/Forest Segmented/images/439854_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_06.jpg
4760,archive/Forest Segmented/Forest Segmented/images/299287_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/162310_mask_11.jpg
1677,archive/Forest Segmented/Forest Segmented/images/340898_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/361129_mask_61.jpg
1999,archive/Forest Segmented/Forest Segmented/images/651312_sat_34.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_64.jpg
1310,archive/Forest Segmented/Forest Segmented/images/34359_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_68.jpg
3204,archive/Forest Segmented/Forest Segmented/images/906113_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_57.jpg
4194,archive/Forest Segmented/Forest Segmented/images/27460_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_78.jpg
1987,archive/Forest Segmented/Forest Segmented/images/877160_sat_76.jpg,archive/Forest Segmented/Forest Segmented/masks/950926_mask_75.jpg
3824,archive/Forest Segmented/Forest Segmented/images/825816_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_08.jpg
344,archive/Forest Segmented/Forest Segmented/images/255711_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/841621_mask_60.jpg
4278,archive/Forest Segmented/Forest Segmented/images/210473_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/612214_mask_85.jpg
986,archive/Forest Segmented/Forest Segmented/images/122104_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_48.jpg
4036,archive/Forest Segmented/Forest Segmented/images/156574_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/122104_mask_31.jpg
3989,archive/Forest Segmented/Forest Segmented/images/400179_sat_77.jpg,archive/Forest Segmented/Forest Segmented/masks/940229_mask_74.jpg
4408,archive/Forest Segmented/Forest Segmented/images/7906_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/7906_mask_80.jpg
4444,archive/Forest Segmented/Forest Segmented/images/277994_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_34.jpg
3245,archive/Forest Segmented/Forest Segmented/images/882451_sat_76.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_84.jpg
4055,archive/Forest Segmented/Forest Segmented/images/698628_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/114433_mask_87.jpg
1142,archive/Forest Segmented/Forest Segmented/images/861353_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/861353_mask_54.jpg
2358,archive/Forest Segmented/Forest Segmented/images/899693_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/668465_mask_11.jpg
1198,archive/Forest Segmented/Forest Segmented/images/277994_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/880610_mask_42.jpg
85,archive/Forest Segmented/Forest Segmented/images/624916_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_31.jpg
1518,archive/Forest Segmented/Forest Segmented/images/940229_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_01.jpg
516,archive/Forest Segmented/Forest Segmented/images/650253_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/877160_mask_55.jpg
1381,archive/Forest Segmented/Forest Segmented/images/202277_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_45.jpg
2716,archive/Forest Segmented/Forest Segmented/images/739122_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/72807_mask_66.jpg
3238,archive/Forest Segmented/Forest Segmented/images/71125_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_04.jpg
1014,archive/Forest Segmented/Forest Segmented/images/950926_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/628479_mask_32.jpg
128,archive/Forest Segmented/Forest Segmented/images/400179_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/918446_mask_34.jpg
1364,archive/Forest Segmented/Forest Segmented/images/739122_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/111335_mask_04.jpg
4198,archive/Forest Segmented/Forest Segmented/images/848728_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/208695_mask_84.jpg
4127,archive/Forest Segmented/Forest Segmented/images/428597_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_35.jpg
4176,archive/Forest Segmented/Forest Segmented/images/162310_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/325354_mask_76.jpg
891,archive/Forest Segmented/Forest Segmented/images/918446_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/935318_mask_73.jpg
2793,archive/Forest Segmented/Forest Segmented/images/961407_sat_25.jpg,archive/Forest Segmented/Forest Segmented/masks/13415_mask_61.jpg
4301,archive/Forest Segmented/Forest Segmented/images/978039_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/825816_mask_23.jpg
1359,archive/Forest Segmented/Forest Segmented/images/202277_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_23.jpg
307,archive/Forest Segmented/Forest Segmented/images/299287_sat_22.jpg,archive/Forest Segmented/Forest Segmented/masks/688544_mask_56.jpg
1661,archive/Forest Segmented/Forest Segmented/images/119079_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/950926_mask_70.jpg
2431,archive/Forest Segmented/Forest Segmented/images/961407_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_40.jpg
4109,archive/Forest Segmented/Forest Segmented/images/810749_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/870705_mask_40.jpg
1317,archive/Forest Segmented/Forest Segmented/images/255876_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_71.jpg
4399,archive/Forest Segmented/Forest Segmented/images/170535_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_85.jpg
2474,archive/Forest Segmented/Forest Segmented/images/524518_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/496948_mask_78.jpg
2542,archive/Forest Segmented/Forest Segmented/images/3484_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/634717_mask_58.jpg
1246,archive/Forest Segmented/Forest Segmented/images/406425_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_67.jpg
3825,archive/Forest Segmented/Forest Segmented/images/20187_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/992507_mask_47.jpg
1208,archive/Forest Segmented/Forest Segmented/images/524518_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_70.jpg
216,archive/Forest Segmented/Forest Segmented/images/665914_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_87.jpg
4388,archive/Forest Segmented/Forest Segmented/images/498049_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/939614_mask_16.jpg
3214,archive/Forest Segmented/Forest Segmented/images/838669_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_43.jpg
1239,archive/Forest Segmented/Forest Segmented/images/524518_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/114433_mask_60.jpg
2289,archive/Forest Segmented/Forest Segmented/images/255876_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_15.jpg
2740,archive/Forest Segmented/Forest Segmented/images/156574_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/392711_mask_64.jpg
275,archive/Forest Segmented/Forest Segmented/images/634717_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_32.jpg
489,archive/Forest Segmented/Forest Segmented/images/626208_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/981852_mask_50.jpg
1035,archive/Forest Segmented/Forest Segmented/images/255876_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/679507_mask_07.jpg
1229,archive/Forest Segmented/Forest Segmented/images/679507_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_21.jpg
4684,archive/Forest Segmented/Forest Segmented/images/174980_sat_34.jpg,archive/Forest Segmented/Forest Segmented/masks/868003_mask_50.jpg
1008,archive/Forest Segmented/Forest Segmented/images/7906_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_32.jpg
4810,archive/Forest Segmented/Forest Segmented/images/810749_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/784518_mask_78.jpg
3279,archive/Forest Segmented/Forest Segmented/images/935318_sat_61.jpg,archive/Forest Segmented/Forest Segmented/masks/345134_mask_80.jpg
3340,archive/Forest Segmented/Forest Segmented/images/334677_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/170535_mask_64.jpg
2532,archive/Forest Segmented/Forest Segmented/images/162310_sat_06.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_00.jpg
4458,archive/Forest Segmented/Forest Segmented/images/208495_sat_06.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_20.jpg
1058,archive/Forest Segmented/Forest Segmented/images/888343_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/417313_mask_85.jpg
2166,archive/Forest Segmented/Forest Segmented/images/463855_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_87.jpg
4189,archive/Forest Segmented/Forest Segmented/images/897901_sat_86.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_80.jpg
3536,archive/Forest Segmented/Forest Segmented/images/810749_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/524518_mask_43.jpg
281,archive/Forest Segmented/Forest Segmented/images/277994_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_47.jpg
4356,archive/Forest Segmented/Forest Segmented/images/739760_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/778804_mask_57.jpg
1316,archive/Forest Segmented/Forest Segmented/images/784140_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/841621_mask_73.jpg
5085,archive/Forest Segmented/Forest Segmented/images/940229_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_76.jpg
968,archive/Forest Segmented/Forest Segmented/images/688544_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/345134_mask_14.jpg
4386,archive/Forest Segmented/Forest Segmented/images/943943_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_57.jpg
1939,archive/Forest Segmented/Forest Segmented/images/122104_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_28.jpg
4519,archive/Forest Segmented/Forest Segmented/images/111335_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/361129_mask_26.jpg
3686,archive/Forest Segmented/Forest Segmented/images/334677_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_50.jpg
619,archive/Forest Segmented/Forest Segmented/images/715846_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/665914_mask_20.jpg
3393,archive/Forest Segmented/Forest Segmented/images/156574_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/392711_mask_62.jpg
1742,archive/Forest Segmented/Forest Segmented/images/148381_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/619800_mask_87.jpg
1390,archive/Forest Segmented/Forest Segmented/images/877160_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/935318_mask_03.jpg
4165,archive/Forest Segmented/Forest Segmented/images/13415_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/71619_mask_08.jpg
1847,archive/Forest Segmented/Forest Segmented/images/740937_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/6399_mask_50.jpg
1579,archive/Forest Segmented/Forest Segmented/images/784518_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_51.jpg
1655,archive/Forest Segmented/Forest Segmented/images/774779_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_33.jpg
2352,archive/Forest Segmented/Forest Segmented/images/739122_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/632489_mask_13.jpg
2212,archive/Forest Segmented/Forest Segmented/images/940229_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/665914_mask_85.jpg
2020,archive/Forest Segmented/Forest Segmented/images/919051_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/434243_mask_71.jpg
5079,archive/Forest Segmented/Forest Segmented/images/392711_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_24.jpg
1956,archive/Forest Segmented/Forest Segmented/images/498049_sat_07.jpg,archive/Forest Segmented/Forest Segmented/masks/176225_mask_51.jpg
3752,archive/Forest Segmented/Forest Segmented/images/736869_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/428597_mask_63.jpg
3192,archive/Forest Segmented/Forest Segmented/images/162310_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_67.jpg
1307,archive/Forest Segmented/Forest Segmented/images/7906_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_75.jpg
2003,archive/Forest Segmented/Forest Segmented/images/291214_sat_25.jpg,archive/Forest Segmented/Forest Segmented/masks/361129_mask_70.jpg
4554,archive/Forest Segmented/Forest Segmented/images/584712_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/713813_mask_72.jpg
575,archive/Forest Segmented/Forest Segmented/images/961407_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/849797_mask_78.jpg
2360,archive/Forest Segmented/Forest Segmented/images/291214_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_54.jpg
4295,archive/Forest Segmented/Forest Segmented/images/870705_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/133209_mask_03.jpg
4535,archive/Forest Segmented/Forest Segmented/images/875328_sat_61.jpg,archive/Forest Segmented/Forest Segmented/masks/518833_mask_62.jpg
1706,archive/Forest Segmented/Forest Segmented/images/986342_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/170535_mask_54.jpg
4676,archive/Forest Segmented/Forest Segmented/images/147716_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/13415_mask_38.jpg
4857,archive/Forest Segmented/Forest Segmented/images/498049_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/919051_mask_22.jpg
1280,archive/Forest Segmented/Forest Segmented/images/176225_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/147716_mask_15.jpg
861,archive/Forest Segmented/Forest Segmented/images/897901_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/778804_mask_67.jpg
4237,archive/Forest Segmented/Forest Segmented/images/255876_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_21.jpg
1801,archive/Forest Segmented/Forest Segmented/images/27460_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_82.jpg
